站号,站名,观测时间,气温4次平均,最高气温,最低气温,20-20降水量,本站气压4次平均,相对湿度4次平均,最小相对湿度,10分钟风速4次平均,日最大风风速,日照时数合计
53698,石家庄,2014-05-10,15.6,19.2,12.7,5.7,1001.6,65,52,1.6,2.4,0.0
53798,邢台,2014-05-10,16.0,21.8,13.0,9.6,1003.6,70,54,2.2,3.5,0.0
53698,石家庄,2014-05-11,14.4,17.9,11.3,12.2,995.2,78,51,1.6,2.9,0.0
53798,邢台,2014-05-11,16.0,21.1,12.2,6.6,997.8,76,51,2.4,4.2,0.0
53698,石家庄,2014-05-12,24.2,31.4,15.4,0.0,991.4,35,14,2.0,3.0,11.9
53798,邢台,2014-05-12,23.1,32.0,11.8,0.0,995.5,44,13,1.5,3.5,12.2
53698,石家庄,2014-05-13,25.4,32.2,19.4,0.0,988.4,43,22,1.4,2.9,8.8
53798,邢台,2014-05-13,23.5,28.4,18.4,0.0,992.3,53,30,1.5,3.9,6.3
53698,石家庄,2014-05-14,20.9,24.7,16.2,0.0,994.2,22,12,1.9,3.2,4.3
53798,邢台,2014-05-14,20.2,23.4,19.2,0.0,997.4,46,25,1.9,3.3,3.5
53698,石家庄,2014-05-15,24.7,31.7,15.3,0.0,989.7,25,11,2.2,3.6,9.0
53798,邢台,2014-05-15,24.2,32.5,13.7,0.0,994.1,27,9,2.2,3.3,11.2
53698,石家庄,2014-05-16,25.9,28.5,22.5,0.0,993.6,31,16,2.1,3.7,11.1
53798,邢台,2014-05-16,23.8,28.9,16.9,0.0,996.6,40,27,//,3.6,8.9
53698,石家庄,2014-05-17,23.4,28.1,17.7,0.0,999.9,41,22,0.9,2.7,10.3
53798,邢台,2014-05-17,23.2,28.9,18.9,0.0,1002.6,51,20,1.6,2.9,10.1
53698,石家庄,2014-05-18,25.0,30.2,18.5,0.0,996.1,45,32,1.6,3.5,3.9
53798,邢台,2014-05-18,25.0,31.3,17.9,0.0,1000.1,45,26,1.9,3.7,8.7
53698,石家庄,2014-05-19,26.9,34.7,19.9,0.0,991.8,37,10,1.6,3.8,5.9
53798,邢台,2014-05-19,26.3,31.4,22.4,0.0,996.0,44,21,1.7,3.7,7.8
53698,石家庄,2014-05-20,28.1,31.5,22.1,0.0,991.2,37,26,1.4,2.7,8.7
53798,邢台,2014-05-20,27.8,34.2,18.6,0.0,994.3,41,25,1.4,3.7,10.6
53698,石家庄,2014-05-21,27.0,32.7,21.6,0.0,992.6,51,31,1.5,3.0,7.9
53798,邢台,2014-05-21,27.6,35.1,22.1,0.0,995.7,47,16,1.5,3.2,11.2
53698,石家庄,2014-05-22,26.8,32.6,21.3,0.0,993.7,49,31,1.9,3.7,9.7
53798,邢台,2014-05-22,28.3,33.3,22.6,0.0,997.5,47,29,2.1,3.9,11.7
53698,石家庄,2014-05-23,26.9,31.7,20.5,0.0,997.1,48,27,1.8,3.5,8.0
53798,邢台,2014-05-23,27.4,31.6,21.5,0.0,1000.6,48,30,2.1,3.6,8.6
53698,石家庄,2014-05-24,24.2,29.6,19.0,5.6,995.0,75,40,1.2,2.5,0.0
53798,邢台,2014-05-24,25.1,29.5,21.6,6.9,998.2,79,56,1.2,3.0,0.0
53698,石家庄,2014-05-25,26.9,31.4,23.2,0.0,996.7,30,10,1.9,3.7,8.0
53798,邢台,2014-05-25,26.5,31.7,21.4,0.0,1000.1,37,11,1.6,3.9,4.6
53698,石家庄,2014-05-26,29.1,36.7,22.6,0.0,992.1,14,6,2.1,3.9,13.2
53798,邢台,2014-05-26,27.8,37.5,17.7,0.0,996.3,20,6,1.7,3.6,12.1
53698,石家庄,2014-05-27,31.3,36.3,27.2,0.0,986.7,12,7,2.2,4.5,11.5
53798,邢台,2014-05-27,31.0,38.4,23.3,0.0,990.4,17,6,2.0,5.0,11.0
53698,石家庄,2014-05-28,31.2,37.6,24.9,0.0,990.3,18,11,1.9,3.9,12.5
53798,邢台,2014-05-28,30.1,37.5,18.9,0.0,994.4,21,10,1.7,4.1,12.3
53698,石家庄,2014-05-29,35.5,42.8,26.9,0.0,986.6,17,6,2.2,3.9,11.7
53798,邢台,2014-05-29,32.7,41.4,22.4,0.0,990.4,26,11,1.8,3.7,12.0
53698,石家庄,2014-05-30,30.2,36.1,24.2,0.0,991.6,40,25,1.4,3.1,9.0
53798,邢台,2014-05-30,30.9,37.1,22.9,0.0,994.8,33,18,1.2,3.2,9.6
53698,石家庄,2014-05-31,26.2,31.7,21.1,5.2,995.0,57,33,0.8,3.2,0.0
53798,邢台,2014-05-31,28.5,31.7,24.5,0.0,997.5,45,21,1.1,2.6,0.0
53698,石家庄,2014-06-01,22.2,24.8,20.7,2.2,995.3,73,57,1.2,2.3,0.0
53798,邢台,2014-06-01,25.5,29.0,23.6,0.0,997.4,51,38,2.8,3.6,3.8
53698,石家庄,2014-06-02,20.7,23.0,18.5,0.0,999.3,70,57,1.2,2.7,0.0
53798,邢台,2014-06-02,21.7,25.9,18.8,0.0,1001.5,63,46,2.6,4.9,5.8
53698,石家庄,2014-06-03,24.6,31.5,17.6,0.0,996.1,50,24,1.4,2.4,9.4
53798,邢台,2014-06-03,25.4,32.1,17.2,0.0,999.4,47,26,1.2,2.3,11.9
53698,石家庄,2014-06-04,25.6,29.5,21.5,0.0,994.2,49,35,0.7,1.7,3.7
53798,邢台,2014-06-04,26.5,30.8,21.5,0.0,997.2,47,35,1.2,3.1,6.6
53698,石家庄,2014-06-05,28.3,33.3,22.8,0.0,992.6,45,32,0.8,2.2,9.6
53798,邢台,2014-06-05,28.0,34.7,22.3,0.0,995.9,47,30,0.9,2.5,7.0
53698,石家庄,2014-06-06,25.4,30.7,22.5,6.5,991.5,60,40,0.6,2.3,1.5
53798,邢台,2014-06-06,24.6,34.9,20.9,19.0,994.4,68,32,2.2,6.4,0.0
53698,石家庄,2014-06-07,26.6,33.4,19.4,0.0,992.3,42,15,1.2,2.6,13.2
53798,邢台,2014-06-07,26.2,33.6,18.2,0.0,995.8,49,15,1.3,3.1,0.0
53698,石家庄,2014-06-08,27.0,33.2,20.3,0.0,989.7,34,19,1.0,3.8,8.0
53798,邢台,2014-06-08,27.4,35.2,19.9,0.0,992.7,37,20,1.6,2.5,6.2
53698,石家庄,2014-06-09,27.9,34.4,20.5,0.0,991.5,30,10,1.5,3.1,12.6
53798,邢台,2014-06-09,27.7,35.0,21.0,0.0,994.6,32,11,1.7,3.9,12.3
53698,石家庄,2014-06-10,27.5,34.1,19.6,0.0,994.7,37,18,1.5,2.5,9.8
53798,邢台,2014-06-10,27.1,33.4,21.4,0.0,997.5,47,21,1.3,2.8,8.3
53698,石家庄,2014-06-11,24.9,30.2,20.4,0.0,997.8,57,30,1.3,3.3,8.1
53798,邢台,2014-06-11,25.6,30.2,21.8,0.0,1000.4,56,33,1.7,3.8,7.4
53698,石家庄,2014-06-12,28.8,34.9,22.8,0.0,994.7,38,19,1.4,2.2,10.4
53798,邢台,2014-06-12,28.6,36.4,19.9,0.0,998.0,42,18,1.1,2.7,11.8
53698,石家庄,2014-06-13,28.3,33.3,22.9,0.0,993.5,43,27,0.9,2.4,0.0
53798,邢台,2014-06-13,29.5,35.6,22.3,0.0,996.1,39,26,1.2,2.5,6.9
53698,石家庄,2014-06-14,28.5,34.0,23.0,0.0,994.0,49,31,1.1,2.3,0.0
53798,邢台,2014-06-14,29.3,35.8,24.4,0.0,996.7,47,25,1.6,2.8,8.0
53698,石家庄,2014-06-15,27.5,31.5,24.7,0.0,992.0,50,34,1.4,3.3,0.0
53798,邢台,2014-06-15,25.4,30.9,24.0,0.0,996.1,58,36,1.9,3.0,0.0
53698,石家庄,2014-06-16,25.2,30.6,20.3,0.0,990.6,69,48,1.6,3.1,0.0
53798,邢台,2014-06-16,24.7,28.9,21.1,0.0,993.8,72,55,2.1,3.1,0.0
53698,石家庄,2014-06-17,25.9,29.5,21.9,0.0,989.4,71,55,1.4,2.3,0.0
53798,邢台,2014-06-17,25.9,30.3,21.9,0.0,992.5,71,53,1.3,3.5,0.0
53698,石家庄,2014-06-18,23.5,28.0,21.6,0.0,991.0,76,62,1.0,2.0,0.0
53798,邢台,2014-06-18,25.4,29.1,22.7,0.0,994.3,73,62,1.2,2.6,0.0
53698,石家庄,2014-06-19,22.1,25.2,19.6,5.8,992.9,83,73,1.1,2.1,0.0
53798,邢台,2014-06-19,22.2,26.2,19.6,60.7,995.5,87,69,1.3,3.0,0.0
53698,石家庄,2014-06-20,23.7,28.9,18.6,0.0,994.2,63,44,1.5,2.2,3.9
53798,邢台,2014-06-20,23.4,28.2,18.2,2.1,996.9,73,50,//,3.8,0.0
53698,石家庄,2014-06-21,24.7,28.5,20.4,0.0,995.8,64,44,1.0,2.3,0.0
53798,邢台,2014-06-21,24.1,29.3,19.7,0.0,998.7,68,42,1.2,2.9,2.6
53698,石家庄,2014-06-22,24.1,31.1,19.9,10.4,996.1,70,42,0.8,5.7,0.0
53798,邢台,2014-06-22,24.4,31.7,20.6,4.1,999.0,72,42,1.9,5.7,0.0
53698,石家庄,2014-06-23,25.6,30.4,19.5,0.0,996.0,61,39,0.9,2.0,8.0
53798,邢台,2014-06-23,25.3,30.2,20.3,0.0,999.1,64,43,1.1,2.3,0.0
53698,石家庄,2014-06-24,27.6,32.0,21.5,0.0,992.2,58,44,0.9,2.5,0.0
53798,邢台,2014-06-24,27.6,33.0,22.5,0.0,995.4,61,44,0.9,2.8,0.0
53698,石家庄,2014-06-25,24.9,30.3,23.1,13.8,991.2,83,52,1.4,2.8,0.0
53798,邢台,2014-06-25,24.9,29.1,22.2,1.0,994.6,77,57,1.3,2.8,0.0
53698,石家庄,2014-06-26,28.1,35.3,21.6,0.0,990.7,67,31,0.9,2.2,4.4
53798,邢台,2014-06-26,27.8,33.9,21.7,0.0,994.3,60,40,1.6,3.1,3.9
53698,石家庄,2014-06-27,29.9,34.2,24.9,0.0,994.3,51,30,0.8,2.1,8.4
53798,邢台,2014-06-27,29.1,34.5,23.5,0.0,997.1,58,31,1.6,3.3,4.2
53698,石家庄,2014-06-28,30.7,37.1,24.5,0.0,994.0,36,16,1.4,2.5,11.4
53798,邢台,2014-06-28,30.4,37.1,22.6,0.0,997.3,47,16,0.9,2.2,10.9
53698,石家庄,2014-06-29,28.8,34.0,25.3,0.0,993.4,49,26,1.3,3.1,0.0
53798,邢台,2014-06-29,28.2,32.5,25.3,0.0,996.6,52,29,1.1,4.2,3.3
53698,石家庄,2014-06-30,28.8,34.5,23.1,0.0,994.0,52,30,1.3,2.4,9.4
53798,邢台,2014-06-30,28.2,33.4,21.8,0.0,997.2,59,42,1.4,2.5,8.8
53698,石家庄,2014-07-01,28.7,32.5,26.1,0.0,991.9,56,44,1.2,3.0,0.0
53798,邢台,2014-07-01,27.6,34.4,22.5,5.6,995.2,67,42,1.2,4.5,2.4
53698,石家庄,2014-07-02,25.9,29.8,22.3,//,990.0,73,54,1.4,2.4,0.0
53798,邢台,2014-07-02,26.2,30.7,22.5,//,993.1,73,52,0.9,3.8,0.0
53698,石家庄,2014-07-03,27.9,33.0,24.0,0.0,988.9,67,50,0.8,2.5,0.0
53798,邢台,2014-07-03,27.1,31.3,24.3,0.0,992.2,74,58,1.1,2.6,0.0
53698,石家庄,2014-07-04,26.6,30.5,23.7,12.1,992.7,70,54,1.2,3.2,0.0
53798,邢台,2014-07-04,25.9,31.6,22.6,4.2,995.4,80,49,0.9,3.1,2.2
53698,石家庄,2014-07-05,26.8,31.8,22.3,5.1,994.7,71,49,1.0,2.6,0.0
53798,邢台,2014-07-05,26.7,31.4,23.0,0.1,998.0,74,52,1.2,2.3,2.1
53698,石家庄,2014-07-06,29.3,34.9,24.6,0.0,992.5,62,39,1.4,3.1,0.0
53798,邢台,2014-07-06,28.8,34.2,22.7,0.0,995.9,64,41,1.2,3.0,7.8
53698,石家庄,2014-07-07,30.0,34.2,25.2,//,990.4,62,45,1.0,2.3,0.0
53798,邢台,2014-07-07,30.1,34.8,25.7,0.0,993.7,62,42,1.6,3.7,7.2
53698,石家庄,2014-07-08,28.5,35.6,22.5,43.6,990.2,71,44,1.5,3.3,0.0
53798,邢台,2014-07-08,29.7,33.6,26.8,0.0,992.4,66,52,1.1,2.3,0.0
53698,石家庄,2014-07-09,21.6,26.0,19.2,17.3,995.1,83,52,2.1,2.8,0.0
53798,邢台,2014-07-09,24.2,30.4,21.4,4.9,996.7,78,64,1.7,3.3,0.0
53698,石家庄,2014-07-10,25.9,32.1,20.5,0.3,990.6,66,35,2.0,3.8,8.2
53798,邢台,2014-07-10,23.5,27.0,21.3,2.9,994.7,81,65,1.8,2.8,0.0
53698,石家庄,2014-07-11,30.2,37.4,22.0,0.0,988.5,50,17,1.1,2.7,11.3
53798,邢台,2014-07-11,28.2,37.4,20.4,0.0,992.1,63,23,1.2,2.6,10.3
53698,石家庄,2014-07-12,29.4,32.8,27.3,0.0,990.4,43,30,0.9,2.0,7.4
53798,邢台,2014-07-12,28.9,34.3,25.7,//,993.1,55,27,1.3,4.3,4.5
53698,石家庄,2014-07-13,29.7,35.5,24.4,0.0,991.0,41,22,1.3,2.3,9.5
53798,邢台,2014-07-13,29.0,36.9,21.4,0.6,994.2,50,22,0.8,2.3,10.4
53698,石家庄,2014-07-14,29.3,36.0,24.4,0.0,990.5,43,25,1.3,2.9,6.8
53798,邢台,2014-07-14,29.0,36.1,21.5,0.3,993.9,48,28,1.3,4.0,9.4
53698,石家庄,2014-07-15,27.8,32.8,21.3,0.0,991.4,57,38,2.0,3.0,9.7
53798,邢台,2014-07-15,27.4,33.2,21.8,0.0,995.1,61,39,1.6,3.8,11.6
53698,石家庄,2014-07-16,28.0,33.4,22.0,0.2,990.8,63,46,1.7,2.6,5.5
53798,邢台,2014-07-16,29.4,34.3,24.3,0.0,994.4,66,50,1.7,2.9,3.1
53698,石家庄,2014-07-17,28.9,33.6,24.3,0.0,992.4,73,57,1.5,2.3,0.0
53798,邢台,2014-07-17,30.8,36.2,24.9,0.0,995.1,65,44,1.4,3.0,7.9
53698,石家庄,2014-07-18,29.9,35.5,24.7,0.0,994.7,60,41,1.4,3.7,0.0
53798,邢台,2014-07-18,30.7,35.0,25.9,0.0,997.9,65,48,1.4,2.7,10.6
53698,石家庄,2014-07-19,30.6,34.8,26.5,0.0,995.7,69,53,1.6,4.1,0.0
53798,邢台,2014-07-19,29.8,34.6,27.3,0.0,999.2,70,51,2.0,5.4,9.9
53698,石家庄,2014-07-20,31.3,36.3,26.2,0.0,992.8,65,47,1.4,2.7,4.0
53798,邢台,2014-07-20,30.9,36.7,25.7,0.0,996.6,69,48,2.4,3.9,10.0
53698,石家庄,2014-07-21,31.1,37.1,28.7,//,989.6,69,43,0.7,3.2,2.2
53798,邢台,2014-07-21,31.8,39.5,27.2,9.6,992.4,71,40,1.9,3.6,5.0
53698,石家庄,2014-07-22,25.5,29.4,24.1,0.5,995.5,72,57,2.0,2.9,0.0
53798,邢台,2014-07-22,26.5,28.4,24.6,6.7,997.2,74,57,1.9,4.0,0.0
53698,石家庄,2014-07-23,27.9,34.1,23.6,0.2,993.3,53,27,1.4,2.4,4.9
53798,邢台,2014-07-23,25.4,30.6,22.0,3.7,996.9,71,52,0.9,2.4,3.0
53698,石家庄,2014-07-24,26.1,30.0,22.4,0.4,993.5,53,37,1.2,3.6,3.6
53798,邢台,2014-07-24,25.6,29.3,22.7,0.0,996.2,63,40,1.5,4.3,4.1
53698,石家庄,2014-07-25,27.0,33.9,21.0,0.0,994.4,55,27,1.4,2.1,11.5
53798,邢台,2014-07-25,26.7,32.5,21.8,0.0,997.3,62,39,1.7,3.2,9.6
53698,石家庄,2014-07-26,29.1,34.9,22.8,0.0,996.6,55,35,1.5,3.4,10.3
53798,邢台,2014-07-26,28.0,34.0,23.0,0.0,1000.5,62,27,1.8,3.1,10.0
53698,石家庄,2014-07-27,28.6,33.7,22.9,0.0,996.5,58,40,1.2,2.7,9.6
53798,邢台,2014-07-27,28.1,33.2,23.3,0.0,1000.1,63,44,1.4,3.0,3.6
53698,石家庄,2014-07-28,28.4,33.8,23.5,0.0,992.5,62,41,1.4,2.8,7.5
53798,邢台,2014-07-28,29.1,34.0,24.3,0.0,995.8,64,46,1.8,3.5,3.5
53698,石家庄,2014-07-29,26.8,30.7,24.5,1.2,990.7,79,59,0.7,3.2,0.0
53798,邢台,2014-07-29,27.1,32.8,23.0,6.0,994.1,77,53,1.4,4.4,0.0
53698,石家庄,2014-07-30,27.1,31.4,23.7,0.0,992.2,76,55,1.0,2.0,3.6
53798,邢台,2014-07-30,26.4,31.0,23.0,0.0,995.4,81,62,1.3,2.6,0.0
53698,石家庄,2014-07-31,28.2,32.0,24.5,0.0,994.6,72,55,1.2,2.2,0.0
53798,邢台,2014-07-31,27.8,32.9,24.2,0.0,997.7,73,50,1.3,2.2,2.0
53698,石家庄,2014-08-01,29.1,33.4,24.7,0.0,994.0,67,48,0.6,1.8,0.0
53798,邢台,2014-08-01,28.6,33.8,23.3,0.0,996.9,71,47,1.0,2.4,7.0
53698,石家庄,2014-08-02,30.0,34.9,25.6,0.0,991.4,64,47,1.1,2.4,0.0
53798,邢台,2014-08-02,30.2,35.1,25.1,0.0,994.5,67,44,0.9,2.5,1.3
53698,石家庄,2014-08-03,31.3,35.9,27.6,0.0,988.9,62,45,1.0,2.3,0.0
53798,邢台,2014-08-03,31.0,35.6,26.1,0.0,992.1,69,48,1.0,2.9,0.0
53698,石家庄,2014-08-04,27.9,33.6,21.6,2.9,990.6,78,58,1.1,5.0,0.0
53798,邢台,2014-08-04,29.3,35.6,23.6,0.6,993.1,77,55,2.0,4.6,0.0
53698,石家庄,2014-08-05,25.3,30.4,21.4,2.0,995.6,71,46,0.9,1.8,3.2
53798,邢台,2014-08-05,24.0,27.6,21.3,1.6,998.6,76,56,1.7,4.1,0.0
53698,石家庄,2014-08-06,23.3,26.9,20.6,3.8,996.6,71,59,1.7,2.8,0.0
53798,邢台,2014-08-06,23.0,25.1,20.8,5.9,999.8,74,58,1.7,3.8,0.0
53698,石家庄,2014-08-07,26.2,31.7,20.8,0.0,997.1,62,35,0.8,2.3,9.9
53798,邢台,2014-08-07,25.6,31.8,19.8,1.1,999.8,68,38,1.3,2.7,0.0
53698,石家庄,2014-08-08,26.0,29.8,22.8,//,996.5,61,37,0.8,1.9,0.0
53798,邢台,2014-08-08,25.8,30.6,21.9,//,999.6,60,39,1.0,2.5,0.0
53698,石家庄,2014-08-09,26.4,31.3,22.8,0.0,994.2,56,32,1.4,2.9,8.5
53798,邢台,2014-08-09,25.8,30.3,22.3,0.0,998.0,52,39,1.5,3.1,9.9
53698,石家庄,2014-08-10,27.7,33.1,21.1,0.0,991.6,60,41,1.2,2.2,9.5
53798,邢台,2014-08-10,27.0,33.5,20.9,0.0,995.2,66,41,1.6,2.6,6.9
53698,石家庄,2014-08-11,29.0,35.2,24.1,0.0,992.6,50,22,1.0,2.8,9.9
53798,邢台,2014-08-11,28.8,35.3,23.2,0.0,995.6,59,30,1.3,3.0,5.8
53698,石家庄,2014-08-12,28.5,32.9,22.5,0.0,993.2,48,33,1.6,2.9,6.2
53798,邢台,2014-08-12,28.2,33.6,22.5,0.0,996.4,52,27,1.0,2.4,9.1
53698,石家庄,2014-08-13,22.2,29.0,20.1,2.4,995.8,79,44,1.3,3.6,0.0
53798,邢台,2014-08-13,24.7,29.2,20.6,34.9,998.2,73,47,1.6,4.5,2.7
53698,石家庄,2014-08-14,24.7,31.0,17.8,0.1,996.1,62,41,1.5,3.0,11.0
53798,邢台,2014-08-14,24.6,31.3,18.0,0.0,999.8,68,31,1.1,2.5,10.1
53698,石家庄,2014-08-15,27.7,34.2,20.3,0.5,994.9,46,23,1.7,4.8,11.9
53798,邢台,2014-08-15,28.4,34.9,20.1,0.0,998.3,51,27,1.0,3.2,10.8
53698,石家庄,2014-08-16,27.1,31.2,23.4,0.0,995.4,62,48,0.7,2.1,4.5
53798,邢台,2014-08-16,25.9,33.5,20.9,11.5,998.4,72,42,0.9,4.7,6.8
53698,石家庄,2014-08-17,24.9,28.8,21.3,0.0,998.0,65,46,1.1,2.5,2.2
53798,邢台,2014-08-17,22.9,24.2,21.0,1.1,1001.4,78,63,1.2,3.5,0.0
53698,石家庄,2014-08-18,25.0,30.4,21.0,0.0,999.9,72,44,1.2,1.9,0.0
53798,邢台,2014-08-18,24.1,30.2,19.7,1.3,1003.1,75,48,0.8,2.0,2.4
53698,石家庄,2014-08-19,26.2,31.6,21.8,0.0,999.7,64,45,1.2,2.3,9.8
53798,邢台,2014-08-19,25.9,32.2,19.8,0.0,1003.3,68,36,0.9,2.1,9.7
53698,石家庄,2014-08-20,27.3,32.9,21.9,0.0,997.0,62,44,1.4,2.8,5.6
53798,邢台,2014-08-20,27.3,33.4,21.1,0.0,1000.6,64,36,1.4,3.5,5.2
53698,石家庄,2014-08-21,27.9,33.4,22.4,0.0,994.6,58,45,1.4,3.1,4.5
53798,邢台,2014-08-21,27.8,33.8,22.6,0.0,998.1,67,43,1.5,2.9,7.5
53698,石家庄,2014-08-22,26.5,30.3,23.2,0.0,995.4,64,45,1.2,2.9,5.6
53798,邢台,2014-08-22,27.4,32.4,23.5,0.0,998.2,75,52,0.9,2.5,1.8
53698,石家庄,2014-08-23,28.1,33.9,24.2,0.0,993.3,65,35,0.7,2.4,3.2
53798,邢台,2014-08-23,27.1,31.6,23.8,//,996.5,77,55,1.1,3.4,0.0
53698,石家庄,2014-08-24,27.6,32.6,23.6,0.0,994.9,54,34,1.1,3.2,8.3
53798,邢台,2014-08-24,25.8,31.3,22.2,//,997.9,65,39,1.2,3.1,8.6
53698,石家庄,2014-08-25,26.7,32.1,22.0,0.0,999.3,48,27,1.4,2.6,10.9
53798,邢台,2014-08-25,26.8,32.4,20.8,0.0,1002.3,58,32,1.1,2.8,9.7
53698,石家庄,2014-08-26,27.0,34.1,21.8,0.0,1001.0,54,19,1.3,2.3,11.0
53798,邢台,2014-08-26,26.1,31.0,22.0,0.0,1004.5,64,48,1.2,2.4,1.5
53698,石家庄,2014-08-27,26.4,31.4,21.1,0.0,1000.7,60,44,1.4,3.0,0.0
53798,邢台,2014-08-27,26.4,31.9,21.1,0.0,1004.0,66,45,1.3,3.1,2.6
53698,石家庄,2014-08-28,24.3,28.9,21.0,//,1001.8,73,51,1.6,5.8,0.0
53798,邢台,2014-08-28,26.1,31.3,21.7,0.0,1004.7,64,42,1.4,3.2,7.5
53698,石家庄,2014-08-29,23.6,28.0,20.5,0.0,1002.8,78,56,1.0,2.4,0.0
53798,邢台,2014-08-29,25.6,30.4,21.2,0.0,1005.1,65,42,1.4,2.6,1.0
53698,石家庄,2014-08-30,24.8,27.7,21.3,0.0,1002.0,77,62,0.7,1.8,0.0
53798,邢台,2014-08-30,25.2,28.6,21.9,0.0,1005.1,71,52,1.4,2.9,0.0
53698,石家庄,2014-08-31,23.8,27.6,20.9,0.6,1000.2,77,60,0.9,1.8,0.0
53798,邢台,2014-08-31,25.4,29.9,21.8,0.0,1002.9,69,50,1.3,2.4,0.0
53698,石家庄,2014-09-01,23.5,27.3,21.7,0.0,1000.0,83,60,0.8,2.2,0.0
53798,邢台,2014-09-01,25.0,28.7,21.9,0.0,1003.2,75,57,1.1,2.9,0.0
53698,石家庄,2014-09-02,20.8,23.4,19.9,31.7,997.7,94,76,0.4,2.6,0.0
53798,邢台,2014-09-02,21.6,27.6,17.9,12.0,1000.3,81,56,2.3,4.7,1.2
53698,石家庄,2014-09-03,23.6,29.8,18.3,0.0,999.1,60,19,1.1,2.1,11.1
53798,邢台,2014-09-03,23.7,30.3,19.0,0.0,1002.3,57,23,1.8,3.8,10.6
53698,石家庄,2014-09-04,26.2,32.3,20.9,0.0,994.5,39,24,1.7,2.9,11.2
53798,邢台,2014-09-04,24.5,33.2,16.3,0.0,998.4,49,22,1.4,2.9,11.2
53698,石家庄,2014-09-05,24.9,29.5,19.8,0.0,996.3,58,44,0.9,1.8,7.1
53798,邢台,2014-09-05,25.5,31.9,18.8,0.0,999.3,64,34,1.2,2.8,9.3
53698,石家庄,2014-09-06,24.1,27.6,21.1,0.0,998.6,73,55,1.2,2.0,0.0
53798,邢台,2014-09-06,24.7,29.3,21.7,0.0,1001.8,68,47,1.0,2.4,0.0
53698,石家庄,2014-09-07,24.7,29.4,21.9,0.1,995.8,76,55,0.5,2.1,0.0
53798,邢台,2014-09-07,24.6,29.5,21.1,2.2,999.2,75,56,1.0,2.7,0.0
53698,石家庄,2014-09-08,24.1,27.7,22.3,0.0,998.2,53,29,0.7,2.3,3.9
53798,邢台,2014-09-08,23.3,26.5,21.6,0.0,1000.8,67,28,1.1,3.3,0.0
53698,石家庄,2014-09-09,24.1,29.2,19.5,0.0,997.7,52,35,0.8,2.2,4.6
53798,邢台,2014-09-09,24.3,29.6,20.0,0.0,1000.7,54,34,0.9,2.2,2.0
53698,石家庄,2014-09-10,23.8,27.3,20.5,0.0,1001.1,65,46,0.9,1.5,0.0
53798,邢台,2014-09-10,24.5,30.0,20.3,0.0,1003.7,60,35,1.2,2.3,2.4
53698,石家庄,2014-09-11,20.5,24.2,18.2,16.2,1001.7,83,57,1.0,1.5,0.0
53798,邢台,2014-09-11,20.4,24.5,17.0,4.4,1005.0,82,57,1.3,2.9,0.0
53698,石家庄,2014-09-12,16.5,18.6,14.9,10.8,1003.7,92,82,0.7,2.3,0.0
53798,邢台,2014-09-12,17.1,20.6,15.5,7.8,1006.7,89,66,0.9,3.8,0.0
53698,石家庄,2014-09-13,20.6,24.8,17.0,0.0,1002.9,76,55,0.7,1.8,4.9
53798,邢台,2014-09-13,20.9,25.6,16.8,0.0,1006.2,74,52,0.5,1.7,0.0
53698,石家庄,2014-09-14,18.4,21.8,16.5,7.5,1005.2,88,72,0.8,3.1,0.0
53798,邢台,2014-09-14,19.0,22.9,15.3,12.2,1007.8,89,73,1.4,4.7,0.0
53698,石家庄,2014-09-15,18.3,23.1,16.2,0.1,1007.4,72,36,0.7,1.6,2.0
53798,邢台,2014-09-15,17.9,21.9,14.2,2.3,1010.6,81,57,0.6,2.1,0.0
53698,石家庄,2014-09-16,16.0,18.7,13.1,8.0,1007.1,76,63,0.9,1.8,0.0
53798,邢台,2014-09-16,15.1,17.4,12.7,20.2,1010.1,86,70,1.0,2.3,0.0
53698,石家庄,2014-09-17,15.6,19.7,12.8,5.7,1009.0,83,60,0.7,1.6,0.0
53798,邢台,2014-09-17,14.2,17.0,12.3,12.2,1012.4,92,77,0.9,1.8,0.0
53698,石家庄,2014-09-18,18.6,24.7,12.9,0.0,1008.0,71,41,1.1,1.7,9.9
53798,邢台,2014-09-18,17.5,23.8,13.0,0.0,1011.6,84,57,0.8,1.9,7.5
53698,石家庄,2014-09-19,20.0,25.4,14.8,0.0,1000.0,74,55,1.4,2.8,8.4
53798,邢台,2014-09-19,19.6,27.4,14.6,0.0,1003.7,82,50,1.4,2.6,4.6
53698,石家庄,2014-09-20,21.9,26.6,17.0,0.0,997.6,80,59,0.9,1.7,0.0
53798,邢台,2014-09-20,21.2,27.5,16.4,0.0,1000.6,85,59,0.8,2.1,0.0
53698,石家庄,2014-09-21,21.8,24.8,19.1,0.0,1003.7,85,63,0.7,1.6,0.0
53798,邢台,2014-09-21,21.9,26.7,18.5,0.0,1006.4,87,67,1.1,2.0,0.0
53698,石家庄,2014-09-22,22.4,25.2,20.3,0.0,1005.0,85,74,0.8,1.7,0.0
53798,邢台,2014-09-22,23.4,29.0,19.1,0.0,1007.8,75,46,0.8,2.4,4.0
53698,石家庄,2014-09-23,19.6,22.6,19.1,1.5,1004.6,93,85,0.9,1.8,0.0
53798,邢台,2014-09-23,21.0,23.7,19.5,//,1007.1,84,57,1.3,2.7,0.0
