站号,站名,观测时间,气温4次平均,最高气温,最低气温,20-20降水量,本站气压4次平均,相对湿度4次平均,最小相对湿度,10分钟风速4次平均,日最大风风速,日照时数合计
53698,石家庄,2014-09-24,20.4,24.7,17.8,0.4,1003.9,83,58,0.7,1.8,4.3
53798,邢台,2014-09-24,20.8,25.0,19.1,0.0,1006.9,78,58,0.8,2.0,0.0
53698,石家庄,2014-09-25,20.1,23.4,17.2,0.0,1004.0,81,62,0.7,2.1,0.0
53798,邢台,2014-09-25,20.1,25.9,15.8,0.0,1007.1,83,56,0.8,2.0,0.0
53698,石家庄,2014-09-26,22.0,27.3,18.1,0.0,998.2,78,53,0.9,2.4,0.0
53798,邢台,2014-09-26,23.1,29.0,18.0,0.0,1001.6,72,50,1.2,3.1,0.0
53698,石家庄,2014-09-27,22.4,25.7,20.0,0.0,1003.2,61,35,1.0,2.1,6.7
53798,邢台,2014-09-27,23.3,27.5,20.4,0.0,1005.4,70,39,1.7,3.7,1.2
53698,石家庄,2014-09-28,19.4,22.1,18.6,2.2,1004.0,86,57,1.0,1.6,0.0
53798,邢台,2014-09-28,19.3,23.1,17.9,21.2,1006.9,92,77,1.0,2.5,0.0
53698,石家庄,2014-09-29,20.1,26.8,15.2,0.1,1005.1,78,45,1.5,3.5,8.0
53798,邢台,2014-09-29,20.8,27.9,14.9,0.1,1007.6,79,45,1.3,2.5,5.4
53698,石家庄,2014-09-30,13.2,19.2,11.2,2.3,1013.4,79,70,1.1,2.9,0.0
53798,邢台,2014-09-30,15.8,22.3,13.7,11.7,1016.2,69,44,1.1,4.2,5.7
53698,石家庄,2014-10-01,12.3,13.6,10.4,3.1,1003.9,92,76,0.3,1.2,0.0
53798,邢台,2014-10-01,14.9,19.7,11.7,0.9,1006.5,85,56,0.9,3.0,0.0
53698,石家庄,2014-10-02,14.8,18.5,12.4,0.0,1001.2,90,75,0.8,2.1,0.0
53798,邢台,2014-10-02,15.9,20.4,13.7,0.0,1004.3,87,64,1.2,2.4,3.2
53698,石家庄,2014-10-03,16.9,21.6,13.5,0.0,1004.1,82,52,1.1,1.9,0.0
53798,邢台,2014-10-03,17.9,22.7,13.1,0.0,1006.9,83,53,0.8,2.0,0.0
53698,石家庄,2014-10-04,17.0,20.9,14.9,6.0,1006.2,90,71,1.0,2.7,3.3
53798,邢台,2014-10-04,17.7,23.2,15.7,0.8,1008.9,86,62,1.0,2.8,0.0
53698,石家庄,2014-10-05,17.0,22.5,13.9,0.0,1012.3,67,26,0.8,2.8,8.2
53798,邢台,2014-10-05,17.3,24.1,13.8,0.0,1015.1,72,24,1.2,2.7,7.2
53698,石家庄,2014-10-06,15.9,21.3,9.4,0.0,1012.3,56,36,1.2,2.6,9.0
53798,邢台,2014-10-06,15.9,22.1,9.6,0.0,1015.8,60,32,1.2,3.3,8.2
53698,石家庄,2014-10-07,16.4,22.2,12.0,0.0,1006.8,67,43,0.5,1.8,5.9
53798,邢台,2014-10-07,17.3,24.3,10.4,0.0,1009.7,61,37,1.0,2.6,6.3
53698,石家庄,2014-10-08,17.3,21.6,14.2,0.0,1006.4,74,53,1.0,1.6,0.0
53798,邢台,2014-10-08,17.8,23.7,13.6,0.0,1009.5,74,48,0.7,2.2,0.0
53698,石家庄,2014-10-09,17.5,21.8,14.1,0.0,1006.8,80,62,0.8,1.5,0.0
53798,邢台,2014-10-09,17.7,23.7,13.9,0.0,1009.8,82,56,0.6,1.5,0.0
53698,石家庄,2014-10-10,18.8,23.1,16.0,0.0,1009.0,80,51,0.8,1.5,0.0
53798,邢台,2014-10-10,18.4,24.4,15.0,0.0,1011.9,82,46,0.6,1.7,0.0
53698,石家庄,2014-10-11,19.2,23.2,15.8,0.0,1008.3,74,57,0.8,1.5,0.0
53798,邢台,2014-10-11,18.2,26.0,13.2,0.0,1011.3,80,36,0.4,1.9,0.0
53698,石家庄,2014-10-12,13.6,20.4,11.5,1.6,1018.2,68,48,1.0,3.1,0.0
53798,邢台,2014-10-12,14.6,18.6,10.9,0.1,1020.8,66,48,2.2,4.7,0.0
53698,石家庄,2014-10-13,12.6,17.1,8.0,0.0,1014.9,56,24,0.8,2.0,9.6
53798,邢台,2014-10-13,13.3,18.4,10.1,//,1018.3,52,27,1.1,2.7,10.1
53698,石家庄,2014-10-14,15.0,21.5,6.9,0.0,1008.0,49,30,1.3,2.5,9.8
53798,邢台,2014-10-14,13.7,22.8,6.3,0.0,1011.8,57,23,0.9,2.1,10.1
53698,石家庄,2014-10-15,19.4,25.2,12.3,0.0,1004.1,26,14,1.7,3.6,9.3
53798,邢台,2014-10-15,17.0,26.8,8.9,0.0,1007.5,46,11,1.2,2.2,8.7
53698,石家庄,2014-10-16,15.4,22.8,7.4,0.0,1009.7,38,16,1.1,2.9,9.4
53798,邢台,2014-10-16,16.0,23.4,7.8,0.0,1013.8,34,12,1.7,4.3,9.4
53698,石家庄,2014-10-17,20.8,28.2,12.1,0.0,1003.9,35,19,1.2,2.9,9.2
53798,邢台,2014-10-17,17.9,28.9,9.0,0.0,1007.7,46,15,1.2,3.1,9.3
53698,石家庄,2014-10-18,18.9,23.4,15.3,0.0,1003.8,46,30,1.1,1.9,5.1
53798,邢台,2014-10-18,18.3,26.2,11.1,0.0,1007.1,58,24,0.9,2.3,5.8
53698,石家庄,2014-10-19,17.3,20.0,15.2,0.0,1001.7,70,50,0.8,1.2,0.0
53798,邢台,2014-10-19,17.5,21.7,16.3,0.1,1004.8,80,42,1.1,2.9,0.0
53698,石家庄,2014-10-20,16.0,18.8,13.0,0.0,1005.2,82,72,0.8,1.8,0.0
53798,邢台,2014-10-20,16.7,18.1,15.0,0.0,1008.3,87,75,1.0,1.8,0.0
53698,石家庄,2014-10-21,14.2,16.5,13.0,2.6,1011.6,74,58,1.2,2.0,0.0
53798,邢台,2014-10-21,15.1,17.3,12.5,0.0,1014.3,78,58,1.3,2.4,0.0
53698,石家庄,2014-10-22,14.4,18.4,12.5,0.0,1009.5,72,57,0.7,2.0,0.0
53798,邢台,2014-10-22,15.6,21.0,12.2,0.0,1012.9,72,55,0.7,2.3,0.0
53698,石家庄,2014-10-23,14.0,20.5,9.3,0.0,1002.3,85,57,1.0,2.4,0.0
53798,邢台,2014-10-23,15.6,22.1,11.3,0.0,1005.5,84,61,1.1,2.3,0.0
53698,石家庄,2014-10-24,13.5,18.0,9.6,0.0,998.9,93,79,0.9,1.8,0.0
53798,邢台,2014-10-24,16.0,22.5,11.4,0.0,1001.9,89,63,0.8,1.5,0.0
53698,石家庄,2014-10-25,14.0,18.3,11.6,0.0,999.2,94,76,0.9,1.8,0.0
53798,邢台,2014-10-25,16.3,23.9,12.5,0.0,1002.2,90,61,0.7,1.9,3.3
53698,石家庄,2014-10-26,14.6,21.3,11.6,0.0,1009.8,70,16,0.6,2.8,4.1
53798,邢台,2014-10-26,16.9,22.0,12.9,0.0,1012.0,70,37,2.1,4.2,0.0
53698,石家庄,2014-10-27,10.8,15.7,6.3,0.0,1018.4,65,36,0.9,2.5,7.4
53798,邢台,2014-10-27,11.3,16.8,7.5,0.0,1021.7,61,32,0.9,2.2,7.7
53698,石家庄,2014-10-28,10.4,15.0,7.0,0.0,1014.2,64,38,0.5,1.7,0.0
53798,邢台,2014-10-28,11.8,16.6,7.9,0.0,1017.3,59,36,0.7,1.8,6.5
53698,石家庄,2014-10-29,10.4,11.9,8.9,0.3,1011.7,75,59,0.4,1.0,0.0
53798,邢台,2014-10-29,12.3,14.3,10.5,//,1014.8,68,55,0.6,1.8,0.0
53698,石家庄,2014-10-30,11.7,14.4,10.0,1.2,1010.2,82,59,0.4,1.1,0.0
53798,邢台,2014-10-30,13.9,18.6,11.0,0.0,1012.9,64,48,1.3,2.3,0.0
53698,石家庄,2014-10-31,12.7,15.7,10.1,0.0,1008.4,75,50,0.9,1.5,0.0
53798,邢台,2014-10-31,14.3,17.9,10.5,0.0,1011.3,71,59,1.1,2.1,0.0
53698,石家庄,2014-11-01,14.5,17.5,10.4,0.0,1008.5,42,14,1.5,3.3,2.8
53798,邢台,2014-11-01,14.3,19.6,11.2,0.0,1011.5,59,21,0.7,4.2,0.0
53698,石家庄,2014-11-02,11.4,16.9,6.5,0.0,1012.8,27,12,1.2,3.5,9.8
53798,邢台,2014-11-02,12.3,18.1,9.1,0.0,1016.3,27,12,1.5,4.4,7.9
53698,石家庄,2014-11-03,12.9,18.9,7.6,0.0,1008.9,26,16,1.6,2.5,9.1
53798,邢台,2014-11-03,11.1,20.0,3.0,0.0,1012.8,39,14,1.5,2.7,8.7
53698,石家庄,2014-11-04,10.1,17.3,4.4,0.0,1003.1,49,27,0.8,2.4,9.0
53798,邢台,2014-11-04,11.2,19.9,3.5,0.0,1006.7,50,23,0.9,3.2,7.5
53698,石家庄,2014-11-05,12.4,20.5,7.5,0.0,1005.6,44,15,1.0,2.0,8.0
53798,邢台,2014-11-05,12.0,20.6,9.1,//,1008.9,61,19,0.6,3.0,3.2
53698,石家庄,2014-11-06,9.2,14.6,4.3,0.0,1015.9,42,20,0.8,2.0,8.5
53798,邢台,2014-11-06,10.4,15.8,6.0,0.0,1018.6,52,23,1.0,3.3,3.4
53698,石家庄,2014-11-07,7.1,8.7,6.0,//,1018.6,67,43,0.8,1.8,0.0
53798,邢台,2014-11-07,8.7,10.4,7.0,0.0,1021.6,57,36,1.1,2.2,0.0
53698,石家庄,2014-11-08,7.0,11.3,4.4,//,1015.8,75,54,0.5,1.3,3.0
53798,邢台,2014-11-08,8.1,11.6,6.2,0.4,1019.2,75,56,1.1,1.9,0.0
53698,石家庄,2014-11-09,8.6,16.7,2.9,0.0,1013.6,68,28,0.6,1.7,8.0
53798,邢台,2014-11-09,7.7,16.3,2.4,0.0,1017.0,83,46,0.8,2.2,2.6
53698,石家庄,2014-11-10,10.8,15.5,6.7,0.0,1009.5,50,35,1.4,1.8,5.0
53798,邢台,2014-11-10,9.2,16.5,2.9,0.0,1013.0,80,40,0.8,2.0,0.0
53698,石家庄,2014-11-11,14.1,17.9,11.6,0.0,1006.6,34,18,1.9,4.3,8.2
53798,邢台,2014-11-11,13.2,19.7,7.5,//,1010.1,53,19,1.6,4.2,0.0
53698,石家庄,2014-11-12,9.3,13.3,5.1,0.0,1013.1,22,12,2.1,4.1,9.5
53798,邢台,2014-11-12,9.4,16.2,4.0,0.0,1016.6,30,9,1.4,4.0,8.1
53698,石家庄,2014-11-13,7.5,13.2,2.1,0.0,1013.8,25,13,0.8,2.1,9.2
53798,邢台,2014-11-13,5.5,13.3,0.2,0.0,1017.2,45,16,1.1,2.7,7.3
53698,石家庄,2014-11-14,7.9,13.5,4.2,0.0,1014.1,29,16,1.2,2.1,6.5
53798,邢台,2014-11-14,6.1,15.2,-0.8,0.0,1017.4,51,14,0.7,2.4,5.6
53698,石家庄,2014-11-15,7.8,11.3,4.5,0.0,1014.7,53,29,1.0,1.9,0.0
53798,邢台,2014-11-15,8.7,12.2,6.2,//,1018.4,66,31,1.6,3.8,0.0
53698,石家庄,2014-11-16,8.1,13.3,1.8,0.0,1014.8,41,18,1.2,3.2,9.1
53798,邢台,2014-11-16,7.9,15.4,2.2,0.0,1018.0,51,12,1.0,3.5,7.1
53698,石家庄,2014-11-17,8.0,13.6,4.0,0.0,1018.4,29,16,1.2,2.0,8.9
53798,邢台,2014-11-17,5.6,13.8,-0.4,0.0,1022.0,48,18,0.9,2.3,6.9
53698,石家庄,2014-11-18,7.4,13.3,1.7,0.0,1016.5,42,25,1.0,2.3,8.1
53798,邢台,2014-11-18,6.5,14.7,0.0,0.0,1020.0,59,30,0.9,2.1,5.1
53698,石家庄,2014-11-19,7.1,11.6,3.9,0.0,1009.6,57,39,0.9,1.6,0.0
53798,邢台,2014-11-19,8.8,14.2,4.8,0.0,1012.9,65,42,1.1,2.7,0.0
53698,石家庄,2014-11-20,5.4,11.0,2.6,0.0,1005.2,76,56,0.9,1.5,0.0
53798,邢台,2014-11-20,7.6,13.6,3.0,0.0,1008.1,77,55,1.0,2.0,0.0
53698,石家庄,2014-11-21,6.6,11.8,-1.0,0.0,1007.8,74,40,1.0,1.5,0.0
53798,邢台,2014-11-21,8.3,16.0,2.5,0.0,1010.7,75,38,0.7,1.8,0.0
53698,石家庄,2014-11-22,5.2,10.6,1.6,0.0,1014.0,63,24,0.8,1.5,3.0
53798,邢台,2014-11-22,8.1,11.1,5.8,0.0,1016.8,56,27,1.4,2.8,0.0
53698,石家庄,2014-11-23,6.4,9.6,3.9,0.0,1013.1,55,36,0.6,2.0,0.0
53798,邢台,2014-11-23,7.0,9.6,5.6,0.5,1016.1,68,36,0.6,1.6,0.0
53698,石家庄,2014-11-24,4.6,10.3,1.4,0.0,1014.3,70,34,0.3,1.2,0.0
53798,邢台,2014-11-24,6.0,11.0,3.5,0.0,1017.6,70,45,1.0,2.3,1.0
53698,石家庄,2014-11-25,4.4,8.6,1.3,0.0,1007.8,66,47,0.6,1.4,0.0
53798,邢台,2014-11-25,6.3,10.7,2.9,0.0,1011.2,69,51,1.4,3.4,0.0
53698,石家庄,2014-11-26,3.8,8.3,-0.4,0.0,1003.6,80,62,1.0,1.6,0.0
53798,邢台,2014-11-26,5.8,10.2,1.3,0.0,1006.9,87,72,0.9,3.4,0.0
53698,石家庄,2014-11-27,3.9,6.1,1.8,//,1010.5,74,44,1.0,2.5,0.0
53798,邢台,2014-11-27,4.0,8.2,2.9,9.0,1012.3,92,78,2.3,5.1,0.0
53698,石家庄,2014-11-28,3.5,8.0,-0.4,0.0,1009.1,79,55,0.7,2.4,0.0
53798,邢台,2014-11-28,5.0,9.6,0.9,//,1012.7,82,62,1.7,3.5,5.0
53698,石家庄,2014-11-29,3.4,4.5,1.2,0.0,1007.6,93,86,0.6,1.2,0.0
53798,邢台,2014-11-29,5.6,6.4,4.3,//,1010.7,94,88,1.0,3.0,0.0
53698,石家庄,2014-11-30,5.3,9.9,3.7,//,1011.2,50,7,1.7,4.7,7.1
53798,邢台,2014-11-30,6.7,12.3,5.0,//,1014.3,52,6,2.7,5.5,6.4
53698,石家庄,2014-12-01,-2.2,3.8,-5.9,0.0,1020.1,19,8,1.4,3.4,8.4
53798,邢台,2014-12-01,-0.8,5.2,-4.0,0.0,1023.4,20,9,1.8,3.8,7.9
53698,石家庄,2014-12-02,-2.8,1.4,-6.6,0.0,1015.3,32,21,1.1,2.3,8.0
53798,邢台,2014-12-02,-1.4,2.7,-5.3,0.0,1018.7,40,22,1.1,2.8,1.9
53698,石家庄,2014-12-03,0.0,5.2,-4.5,0.0,1014.3,33,13,1.6,3.4,8.3
53798,邢台,2014-12-03,0.8,4.5,-1.6,0.0,1017.6,40,22,1.4,4.1,2.5
53698,石家庄,2014-12-04,1.2,6.4,-1.7,0.0,1015.9,17,9,2.9,4.0,8.5
53798,邢台,2014-12-04,2.1,8.1,-1.2,0.0,1019.7,18,9,1.7,3.2,7.7
53698,石家庄,2014-12-05,2.0,6.3,-2.4,0.0,1014.4,23,15,1.4,2.2,8.4
53798,邢台,2014-12-05,0.9,7.4,-4.1,0.0,1018.2,35,13,1.3,2.7,7.9
53698,石家庄,2014-12-06,-0.4,4.6,-5.1,0.0,1012.6,41,24,0.9,1.7,4.5
53798,邢台,2014-12-06,0.9,5.9,-3.6,0.0,1015.6,42,30,0.9,2.5,0.0
53698,石家庄,2014-12-07,1.5,9.2,-3.6,0.0,1013.5,42,13,1.1,3.0,3.8
53798,邢台,2014-12-07,1.3,7.8,-2.7,0.0,1016.9,48,25,0.9,2.8,4.3
53698,石家庄,2014-12-08,-1.1,3.8,-4.7,0.0,1020.5,52,33,0.5,1.5,0.0
53798,邢台,2014-12-08,0.9,6.4,-3.3,0.0,1023.7,56,32,0.9,2.7,2.4
53698,石家庄,2014-12-09,-0.4,1.9,-3.4,0.0,1020.6,59,47,0.9,2.0,0.0
53798,邢台,2014-12-09,1.1,4.2,-1.9,0.0,1024.1,63,45,0.9,2.6,0.0
53698,石家庄,2014-12-10,3.5,8.2,-2.0,0.0,1015.6,31,10,1.6,3.2,8.0
53798,邢台,2014-12-10,4.0,9.3,0.6,//,1019.0,48,9,1.2,3.2,7.4
53698,石家庄,2014-12-11,0.5,4.2,-2.4,0.0,1019.0,29,15,1.0,2.4,7.6
53798,邢台,2014-12-11,1.1,4.3,-1.7,0.0,1022.8,35,22,1.3,3.1,0.0
53698,石家庄,2014-12-12,2.7,6.4,-2.2,0.0,1016.8,17,10,2.2,4.0,8.4
53798,邢台,2014-12-12,3.7,8.4,0.0,0.0,1020.6,17,9,1.9,3.9,8.2
53698,石家庄,2014-12-13,2.1,7.2,-2.3,0.0,1015.7,25,13,1.4,2.1,8.3
53798,邢台,2014-12-13,1.8,9.3,-3.3,0.0,1019.6,29,14,1.0,2.4,7.5
53698,石家庄,2014-12-14,1.1,6.3,-2.9,0.0,1013.2,34,14,1.0,2.1,3.9
53798,邢台,2014-12-14,1.7,7.9,-3.2,0.0,1016.6,35,15,1.0,2.4,4.1
53698,石家庄,2014-12-15,2.2,5.7,-2.0,0.0,1016.4,25,14,2.1,3.9,5.9
53798,邢台,2014-12-15,2.3,7.1,-0.8,0.0,1019.1,31,13,1.7,4.8,1.9
53698,石家庄,2014-12-16,-0.1,3.2,-2.9,0.0,1020.5,19,13,2.4,4.6,8.5
53798,邢台,2014-12-16,1.3,5.1,-2.4,0.0,1024.6,15,9,2.6,4.7,7.9
53698,石家庄,2014-12-17,3.9,11.1,-0.6,0.0,1016.5,21,14,1.2,2.7,8.4
53798,邢台,2014-12-17,2.7,11.0,-3.7,0.0,1020.5,27,13,1.0,2.2,7.5
53698,石家庄,2014-12-18,2.1,7.1,-2.6,0.0,1014.7,36,23,0.8,1.8,3.5
53798,邢台,2014-12-18,3.2,10.8,-3.5,0.0,1017.9,40,20,1.4,2.6,7.3
53698,石家庄,2014-12-19,0.3,8.0,-5.3,0.0,1012.3,43,15,1.3,3.2,8.0
53798,邢台,2014-12-19,2.4,8.0,-1.5,0.0,1015.3,38,18,1.7,3.5,2.6
53698,石家庄,2014-12-20,-1.8,2.2,-6.3,0.0,1018.1,31,17,0.7,2.3,7.4
53798,邢台,2014-12-20,-0.4,2.5,-3.8,0.0,1021.9,30,22,1.2,2.5,5.7
53698,石家庄,2014-12-21,0.4,4.7,-5.9,0.0,1016.8,22,15,2.5,3.7,8.5
53798,邢台,2014-12-21,-0.4,6.2,-5.0,0.0,1021.0,29,11,1.1,2.8,7.9
53698,石家庄,2014-12-22,5.3,10.9,3.0,0.0,1011.7,21,14,1.6,3.3,8.5
53798,邢台,2014-12-22,3.4,11.5,-3.4,0.0,1015.7,32,14,1.3,2.7,6.4
53698,石家庄,2014-12-23,2.3,9.3,-2.1,0.0,1008.1,41,25,0.7,1.5,5.8
53798,邢台,2014-12-23,3.2,10.0,-0.6,0.0,1011.4,42,22,0.7,2.9,5.5
53698,石家庄,2014-12-24,1.4,6.1,-3.9,0.0,1018.4,38,19,0.8,2.0,6.9
53798,邢台,2014-12-24,2.2,6.6,-0.5,0.0,1021.4,38,25,1.4,3.1,6.1
53698,石家庄,2014-12-25,1.7,7.5,-2.5,0.0,1020.3,31,17,1.1,1.9,8.2
53798,邢台,2014-12-25,0.7,7.8,-4.4,0.0,1023.9,45,20,0.9,2.4,6.8
53698,石家庄,2014-12-26,-0.2,3.9,-2.7,0.0,1018.3,43,29,0.7,1.4,4.2
53798,邢台,2014-12-26,1.2,5.5,-3.1,0.0,1021.5,52,35,0.7,2.7,0.0
53698,石家庄,2014-12-27,0.0,5.8,-4.7,0.0,1015.3,52,37,1.0,1.8,5.3
53798,邢台,2014-12-27,2.0,7.7,-3.1,0.0,1019.3,57,38,1.3,2.6,0.0
53698,石家庄,2014-12-28,5.5,10.9,-2.1,0.0,1008.3,28,17,1.3,2.7,8.0
53798,邢台,2014-12-28,4.1,12.3,-1.4,0.0,1012.1,45,14,1.1,4.1,7.4
53698,石家庄,2014-12-29,8.0,14.2,-0.4,0.0,1001.7,24,15,1.4,3.0,7.9
53798,邢台,2014-12-29,6.4,18.0,-1.4,0.0,1005.7,32,9,0.8,2.6,7.5
53698,石家庄,2014-12-30,4.2,9.3,-0.9,0.0,1005.2,30,17,1.1,2.1,6.5
53798,邢台,2014-12-30,4.9,10.6,0.5,0.0,1007.8,33,20,1.3,2.7,5.9
53698,石家庄,2014-12-31,0.2,5.6,-2.8,0.0,1020.6,18,8,1.6,3.9,8.5
53798,邢台,2014-12-31,1.8,6.0,-1.9,0.0,1023.8,18,12,1.7,5.2,8.0
53698,石家庄,2015-01-01,-0.3,5.4,-4.3,0.0,1018.4,19,11,1.0,2.5,8.0
53798,邢台,2015-01-01,-1.0,5.3,-6.1,0.0,1008.6,21,12,3.6,6.3,8.0
53698,石家庄,2015-01-02,-1.6,4.5,-5.9,0.0,1016.6,35,18,0.9,2.4,7.0
53798,邢台,2015-01-02,1.4,4.7,-3.1,0.0,1006.1,21,17,3.7,5.3,6.3
53698,石家庄,2015-01-03,-0.9,5.8,-5.8,0.0,1004.7,41,24,0.8,1.4,6.6
53798,邢台,2015-01-03,1.6,8.0,-4.0,0.0,994.4,33,21,2.7,4.8,6.4
53698,石家庄,2015-01-04,0.7,7.8,-5.0,0.0,1003.1,45,25,0.7,1.5,0.0
53798,邢台,2015-01-04,3.3,8.2,-1.2,0.0,993.2,39,26,2.6,5.2,2.9
53698,石家庄,2015-01-05,4.3,8.4,2.6,0.0,1005.9,35,17,0.6,3.0,0.0
53798,邢台,2015-01-05,4.4,7.6,3.1,0.0,995.5,37,28,2.7,5.9,0.0
53698,石家庄,2015-01-06,-0.3,3.9,-3.2,0.0,1015.4,25,16,1.2,2.4,7.9
53798,邢台,2015-01-06,-0.8,4.6,-4.7,0.0,1005.6,26,14,3.2,6.7,7.3
53698,石家庄,2015-01-07,-0.9,4.9,-4.6,0.0,1016.3,36,22,0.7,1.5,5.4
53798,邢台,2015-01-07,0.0,5.5,-3.9,0.0,1006.1,28,18,1.8,4.3,5.8
53698,石家庄,2015-01-08,-0.4,7.0,-6.3,0.0,1016.9,41,22,0.9,1.4,5.7
53798,邢台,2015-01-08,0.5,6.4,-4.1,0.0,1006.9,32,23,2.8,4.5,7.7
53698,石家庄,2015-01-09,0.3,8.5,-4.4,0.0,1016.4,45,19,0.9,2.0,8.0
53798,邢台,2015-01-09,3.6,7.0,0.9,0.0,1006.3,31,24,3.2,5.9,3.4
53698,石家庄,2015-01-10,4.4,16.3,-4.9,0.0,1010.8,31,10,1.2,3.1,7.9
53798,邢台,2015-01-10,5.6,13.5,-1.1,0.0,1001.3,27,13,3.5,6.1,7.4
53698,石家庄,2015-01-11,4.0,7.8,0.8,0.0,1018.9,33,21,1.2,2.2,6.3
53798,邢台,2015-01-11,4.3,8.3,1.7,0.0,1008.3,29,18,3.7,10.0,5.3
53698,石家庄,2015-01-12,-1.2,4.5,-5.5,0.0,1023.4,50,22,0.9,1.6,6.2
53798,邢台,2015-01-12,-1.1,3.5,-4.8,0.0,1012.9,45,26,2.7,4.5,2.4
53698,石家庄,2015-01-13,-0.9,3.6,-4.7,0.0,1018.8,46,33,0.7,1.3,0.0
53798,邢台,2015-01-13,-0.2,5.2,-3.9,0.0,1008.2,53,40,2.2,4.6,3.7
53698,石家庄,2015-01-14,-0.3,2.2,-1.7,0.0,1017.0,51,39,1.0,1.4,0.0
53798,邢台,2015-01-14,0.4,3.4,-2.3,0.0,1006.5,61,46,2.0,3.7,0.0
53698,石家庄,2015-01-15,-2.6,1.4,-5.7,0.0,1015.3,73,58,0.7,1.5,0.0
53798,邢台,2015-01-15,-1.9,2.4,-4.4,0.0,1005.0,73,58,2.3,4.4,0.0
53698,石家庄,2015-01-16,-0.8,8.6,-7.9,0.0,1016.2,58,16,0.9,2.6,7.6
53798,邢台,2015-01-16,1.5,8.1,-5.5,0.0,1005.9,43,18,2.7,7.7,8.1
53698,石家庄,2015-01-17,0.2,5.1,-5.8,0.0,1018.8,35,25,0.7,1.9,6.9
53798,邢台,2015-01-17,1.0,4.9,-3.4,0.0,1009.1,34,23,3.3,5.8,6.8
53698,石家庄,2015-01-18,5.0,9.2,-2.3,0.0,1009.2,29,13,2.4,5.0,8.4
53798,邢台,2015-01-18,5.5,9.6,0.1,0.0,999.8,25,11,5.5,16.0,9.3
53698,石家庄,2015-01-19,3.4,10.2,-2.8,0.0,1012.0,30,15,1.2,2.8,8.3
53798,邢台,2015-01-19,5.2,10.3,-1.2,0.0,1002.0,22,14,3.9,7.0,8.4
53698,石家庄,2015-01-20,1.1,4.1,-1.9,0.0,1008.8,43,29,0.7,1.7,6.1
53798,邢台,2015-01-20,2.0,7.8,-0.5,0.0,998.2,36,26,2.0,3.8,2.5
53698,石家庄,2015-01-21,2.6,7.6,-2.2,0.0,1014.7,35,16,1.5,2.9,9.0
53798,邢台,2015-01-21,3.6,6.2,-0.3,0.0,1004.5,29,21,4.2,8.6,8.6
53698,石家庄,2015-01-22,-0.2,6.5,-4.7,0.0,1012.2,42,23,0.9,1.8,7.2
53798,邢台,2015-01-22,0.9,6.8,-4.9,0.0,1002.0,40,27,4.8,7.8,8.1
53698,石家庄,2015-01-23,0.6,7.5,-4.7,0.0,1005.9,43,24,0.8,1.5,2.3
53798,邢台,2015-01-23,1.3,7.8,-3.3,0.0,995.8,42,26,2.3,7.9,7.4
53698,石家庄,2015-01-24,-0.1,2.5,-4.0,0.8,1012.6,59,39,1.1,2.0,0.0
53798,邢台,2015-01-24,-0.2,2.8,-2.2,3.0,1001.8,62,39,4.5,6.8,0.0
53698,石家庄,2015-01-25,0.1,1.8,-1.5,//,1012.8,87,74,1.1,2.2,0.0
53798,邢台,2015-01-25,-0.7,0.3,-1.9,//,1002.7,92,84,2.3,5.9,0.0
53698,石家庄,2015-01-26,-1.0,3.0,-3.3,0.0,1014.9,88,58,0.4,1.7,0.0
53798,邢台,2015-01-26,-0.3,2.1,-3.9,0.0,1004.1,87,57,3.1,6.6,0.0
53698,石家庄,2015-01-27,-1.1,1.7,-3.5,0.0,1023.3,31,24,1.1,2.3,8.2
53798,邢台,2015-01-27,-2.2,2.1,-3.8,0.0,1013.3,39,24,2.4,5.9,5.0
53698,石家庄,2015-01-28,-2.0,1.4,-6.1,0.0,1021.0,36,19,0.9,2.2,0.0
53798,邢台,2015-01-28,-2.8,-0.4,-4.9,0.0,1011.1,52,20,1.5,3.2,0.0
53698,石家庄,2015-01-29,-1.2,4.8,-4.6,0.3,1016.7,71,25,0.8,2.0,0.0
53798,邢台,2015-01-29,-1.3,2.4,-4.2,0.0,1006.7,57,41,2.3,2.9,4.8
53698,石家庄,2015-01-30,-1.2,5.0,-5.0,0.0,1022.4,35,16,1.2,1.9,8.6
53798,邢台,2015-01-30,-0.9,2.8,-5.9,0.0,1012.4,32,21,3.1,6.8,7.7
53698,石家庄,2015-01-31,-1.4,3.8,-5.4,0.0,1024.9,37,20,0.9,2.1,7.6
53798,邢台,2015-01-31,-1.8,3.0,-6.0,0.0,1014.6,39,22,4.4,5.8,3.7
53698,石家庄,2015-02-01,-1.1,2.8,-5.3,0.0,1021.5,42,26,0.7,1.7,0.0
53798,邢台,2015-02-01,-1.0,3.1,-4.7,0.0,1011.2,39,26,1.5,6.4,0.0
53698,石家庄,2015-02-02,-1.3,2.0,-4.5,0.0,1020.1,43,31,1.0,1.4,0.0
53798,邢台,2015-02-02,-1.9,2.5,-6.1,0.0,1009.7,47,33,3.0,4.9,1.5
53698,石家庄,2015-02-03,0.9,8.5,-4.5,0.0,1019.4,46,29,0.8,1.5,7.5
53798,邢台,2015-02-03,0.0,6.0,-5.0,0.0,1009.6,51,33,2.9,4.2,0.0
53698,石家庄,2015-02-04,2.4,8.6,-4.3,0.0,1019.5,27,12,1.0,2.2,9.8
